Id,File No.,Permit Code,Ranking No,New Permit No,APPLICANT NAME,POSTAL ADDRESS,Email,Tell 1,Tell 2,Region,DISTRICT,WARD,STREET/VILLAGE,Source,Source Name,Purpose Description (Water Use),Water Use Category,Approved (l/s),Requested Amount (l/s),Source Capacity (l/s),Amount  returned (l/s),Latitude (Decimal degree),Longitude (Decimal degree),Intake GPS Location Name,Application Date,Permit History,Permit Type,Permit Activity,Issue Date,Permit Duration (Days),Expire Date,Permit Validity Period,Permit Status,Review No,Permit Review 1 Issue Date,Permit Duration,Expire Date,Permit Validity Period,Permit Status,Permit Review 3 Issue Date,Permit Duration,Expire Date,Permit Validity Period,Permit Status,Pangani Mainstem,WUA,
3163,11102831,1110,2831,11102831,DANIELI  SEKIETE  KAJIRU,P.O.BOX 27 HAI,danielikajiru@gmail.com,75237372860,,KLIMANJARO,HAI,,MLIMA SHABAYA,Borehole,Barehole,Individual,Domestic,0.5,0.5,0.5,,,,MLIMA SHABAYA,9-Sep-22,New,Water Use Permit,Active,26-Oct-22,1826.25,26-Oct-27,983.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,kware,
3165,11102833,1110,2833,11102833,DONALD JOHN LYIMO,P.O.BOX 48  USA RIVER,donlyimo@gmail.com,784454446,,ARUSHA,ARUMERU,,Madukani,Borehole,Barehole,Individual,Domestic,1.4,1.4,1.4,,,,Madukani,27-Sep-22,,Water Use Permit,Active,26-Oct-22,1826.25,26-Oct-27,983.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,themi,
3185,11102850,1110,2850,11102850,SPEK  COMPANY LIMITED ,P.O.BOX 30487 DAR ES SALAAM,sisilo@dermtz.com,713341330,717066615,TANGA,HANDANI,,MABANDA,Borehole,Barehole,Large Scale Industry,Industry and Business,1.85,1.85,1.85,,945322.945,9411311.617,MABANDA,30-Oct-22,New,Application,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Msangazi,,
3186,11102851,1110,2851,11102851,SPEK  COMPANY LIMITED ,P.O.BOX  DAR ES SALAAM,sililo@dermtz.com,713341330,717066615,TANGA,HANDANI,,MABANDA,Borehole,Barehole NO1,Construction,Other Categories,1.85,1.85,1.85,,9411203.165,945348.102,MABANDA,30-Oct-22,New,Application,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Msangazi,,
1492,11101397,1110,1397,11101397,SIMBA SAFARIS LTD,po box 1207 arusha,simba@simbasafaris.co.tz,2552549116,,Arusha,ARUSHA,,Themi Industries-Njiro,Borehole,BH No. 238/2012,Institution,Community Water Supply ,2,2,2,,9623351,245697,Themi Industries-Njiro,1-Aug-14,New,Water Use Permit,Active,9-Oct-15,1826.25,8-Oct-20,-1590.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,kikuletwa,themi,
2262,11102058,1110,2058,11102058,ROSE LYIMO,PO BOX 270 DAFR ES SALAAM,,2.55689E+11,,Arusha,Arumeru,,BURKA OLASITI,Borehole,BH No. AR 1995,Individual,Domestic,5.3,5.3,5.3,,,,BURKA OLASITI,19-Jun-19,New,Water Use Permit,Active,19-Jun-19,1826.25,18-Jun-24,-241.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,themi,
2198,11102002,1110,2002,11102002,Bashari Selemani,P.O.BOX 93,,687088289,,Kilimanjaro,Hai,,Chemka,Borehole,BH No.511/2011,Small Scale Irrigation,Irrigation,5,5,5,,,,Chemka,28-Aug-17,New,Application,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,kware,
3505,4316,1110,4316,11104316,DISTRICT DEVELOPMENT DIRECTOR ARUSHA,PO BOX 3050 ARUSHA,,,,Arusha,ARUSHA,,,Borehole,BOREHLE,DOMESTIC,DOMESTIC,5.5,5.5,5.5,,,,0,27-Aug-75,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,themi,
2250,11102046,1110,2046,11102046,LAWRENCE SELVADURAI,PO BOX 1823 ARUSHA,lawarusha@gmail.com,2.55786E+11,,Arusha,Arusha,,KK OLORIEN,Borehole,BOREHOE,Individual,Domestic,0.4,0.4,0.4,,,,KK OLORIEN,13-Dec-18,New,Water Use Permit,Active,13-Dec-18,1826.25,13-Dec-23,-429.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,themi,
6,140006,1110,6,11100006,SUNFLAG (STL),Box 3123 Arusha,,027-2549268,,Arusha,ARUSHA,Unga Ltd.,Unga Ltd.,Borehole,Borehole,Large Scale Industry,Industry and Business,0.69,0.69,0.69,,96262,2427,Unga Ltd.,,Water Right,Water Use Permit,Active,11-Jun-20,1826.25,11-Jun-25,116.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Themi,
10,140010,1110,10,11100010,MASAO PATRICK KINDIANO,Box 1873 Arusha,,2.55754E+11,,Arusha,ARUSHA,Oleriani,Moshono,Borehole,Borehole,Individual,Domestic,1,1,1,,96246,2482,Moshono,28-Sep-11,Water Right,Water Use Permit,Active,1-May-13,1826.25,1-May-18,-2481.75,Expired,11100010,11-Jun-20,1826.25,11-Jun-25,116.25,Valid,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Themi,
57,11100057,1110,57,11100057,TANZANIA MALTINGS COMPANY LIMITED,P.O.BOX 8107 MOSHI,patiencekazahura@tz.abinbei.com,2.55743E+11,,Kilimanjaro,Moshi,,Temba Road,Borehole,Borehole,Large Scale Industry,Industry and Business,2.8,2.8,2.8,,,,Temba Road,4-Apr-18,Water Right,Water Use Permit,Active,4-Apr-18,1826.25,4-Apr-23,-682.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,kikuletwa ya juu,
61,140061,1110,61,11100061,MR. MAYUL PATEL,P.O. Box 351 Moshi,,,,Kilimanjaro,MOSHI,Rau,Moshi Urban,Borehole,Borehole,Domestic,Individual,4.4,4.4,4.4,,96312,3162,Moshi Urban,24-Feb-94,Water Right,Water Right,Closed,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,kikuletwa ya juu,
63,140063,1110,63,11100063,M/S SUSAN MINZA,Box 217 Moshi,,,,Kilimanjaro,MOSHI,Rau,Uru Road,Borehole,Borehole,Domestic,Individual,0.26,0.26,0.26,,96321,3162,Uru Road,11-Aug-93,Water Right,Water Right,Inactive,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,kikuletwa ya juu,
67,140074,1110,74,11100074,MOUNTAIN VILLAGE LODGE,P.O.Box 376 Arusha,,,,Arusha,ARUMERU,Akheri,Patandi,Borehole,Borehole,Hotel,Institution,2,2,2,,96264,2547,Patandi,15-Feb-94,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,kikuletwa ya juu,
94,140106,1110,106,11100106,CONTINENTAL FLOWERS (TZ) LTD,P.O.BOX 14285 Arusha.,,,,Arusha,ARUSHA,Themi,Oloirieni,Borehole,Borehole,"Domestic, Irrigation",Irrigation,1.68,1.68,1.68,,96244,2468,Oloirieni,15-Jan-95,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Themi,
102,140146,1110,146,11100146,KILIMANJARO AGRICULTURAL TRAINING CENTRE,P. O. Box 1241 Moshi,,,,Kilimanjaro,MOSHI,Kahe,Chekereni,Borehole,Borehole,Irrigation,Institution,17,17,17,,96182,3222,Chekereni,21-Sep-95,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,kware,
128,140200,1110,200,11100200,SHERIFF DEWJI & SONS,P.O.BOX 175 ARUSHA,,2.55713E+11,,Arusha,Arusha,Unga  Ltd.,Unga Ltd,Borehole,Borehole,Institution,Community Water Supply ,0.13,0.13,0.13,,96270,2428,Unga Ltd,8-Jan-97,Water Right,Water Use Permit,Active,11-Jun-20,1826.25,11-Jun-25,116.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Themi,
129,11100201,1110,201,11100201,ERIC SIKUJUA NGIMARY,P.O.BOX 303 MOSHI,Semaricbabu@gmail,2.55768E+11,,Kilimanjaro,Hai,,machine tools Kimashuku,Borehole,Borehole,Small Scale Irrigation,Irrigation,1,1,1,,,,machine tools Kimashuku,20-Nov-17,Water Right,Water Use Permit,Active,5-Mar-18,1826.25,5-Mar-23,-712.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Weruweru,
136,140215,1110,215,11100215,DR JOB T LEMA,P.O.Box 83 Moshi,jlema@hotmail.com,744929592,743449734,Kilimanjaro,HAI,Machame Kusini,Shiri Njoro,Borehole,Borehole,Individual,Domestic,3,3,3,,96315,3076,Shiri Njoro,23-Sep-19,Water Right,Application,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Weruweru,
140,140220,1110,220,11100220,MRINGA ESTATE LTD,Box 34 Arusha,,,,Arusha,ARUMERU,Mateves,Ngaramtoni,Borehole,Borehole,Large Scale Irrigation,Irrigation,4.1,4.1,4.1,,96287,2363,Ngaramtoni,4-Jul-97,Water Right,Water Use Permit,Active,26-Jul-22,1826.25,26-Jul-27,891.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Themi,
141,140221,1110,221,11100221,MRINGA ESTATE LTD,Box 34 Arusha,,,,Arusha,ARUMERU,Mateves,Mringa,Borehole,Borehole,Irrigation,Company,2.78,2.78,2.78,,96303,2361,Mringa,15-Oct-97,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Themi,
142,140222,1110,222,11100222,MRINGA ESTATE LTD,Box 34 Arusha,,,,Arusha,Arumeru,Mateves,Mringa,Borehole,Borehole,Large Scale Irrigation,Irrigation,4.1,4.1,4.1,,96286,2361,Mringa,4-Jul-97,Water Right,Water Use Permit,Active,26-Jul-22,1826.25,26-Jul-27,891.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Themi,
143,140223,1110,223,11100223,MRINGA ESTATE LTD,Box 34 Arusha,,,,Arusha,ARUMERU,Mateves,Oloirieni,Borehole,Borehole,Large Scale Irrigation,Irrigation,2.7,2.7,2.7,,96283,2347,Oloirieni,2-Oct-97,Water Right,Water Use Permit,Active,26-Jul-22,1826.25,26-Jul-27,891.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Themi,
145,140225,1110,225,11100225,JANDU PLUMBERS LTD,P.O.Box 409 Arusha,,,,Arusha,ARUSHA,Unga Ltd.,Unga Ltd.,Borehole,Borehole,Domestic,Company,0.03,0.03,0.03,,96266,2426,Unga Ltd.,15-Jul-97,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Themi,
146,140226,1110,226,11100226,A.S JANDU,P.O.BOX 409  Arusha,,,,Arusha,ARUMERU,Unga Limited,Majengo area,Borehole,Borehole,Domestic,Individual,0.03,0.03,0.03,,96264,2445,Majengo area,21-Aug-97,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Themi,
147,140227,1110,227,11100227,INSTITUTE OF ACCOUNTANCY ARUSHA,P.O.Box 2798   Arusha,,,,Arusha,ARUSHA,Njiro,Njiro,Borehole,Borehole,Domestic,Company,1.47,1.47,1.47,,96222,2451,Njiro,23-May-97,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Themi,
151,140231,1110,231,11100231,INTERNATIONAL EVANGILICAL CENTRE SAKILA,Box  6014 Arusha,,,,Arusha,Arumeru,Kikatiti,Kambi ya Mkaa,Borehole,Borehole,Domestic,Institution,3,3,3,,96254,2765,Kambi ya Mkaa,20-Oct-97,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,kikuletwa juu,
152,140232,1110,232,11100232,INTERNATIONAL SCHOOL MOSHI LTD (ARUSHA BRANCH),P.O.Box 733 Moshi,,,,Arusha,Arumeru,Mateves,Selian,Borehole,Borehole,Domestic,Institution,0.31,0.31,0.31,,96283,2354,Selian,29-Jul-97,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Nduruma,
158,140241,1110,241,11100241,M/S DODOMA TRANSPORT AGENCY LTD,P.O.Box 114 Arusha,,,,Arusha,ARUSHA,Unga Limited,,Borehole,Borehole,Domestic,Company,0.18,0.18,0.18,,96268,2422,,13-Jun-97,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Themi,
161,11100244,1110,244,11100244,MOUNT MERU FLOWERS LTD,P.O.Box 285 Arusha,,,,Arusha,ARUMERU,,TENGERU,Borehole,Borehole,Large Scale Industry,Industry and Business,8,8,8,,,,TENGERU,12-Mar-98,Water Right,Water Use Permit,Active,25-May-18,1826.25,25-May-23,-631.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,kikuletwa juu,
163,140246,1110,246,11100246,M/S MULT FLOWER LTD,P. O. Box 19387 Arusha,,,,Arusha,ARUSHA,Themi,Njiro,Borehole,Borehole,Irrigation,Company,0.8,0.8,0.8,,96258,2456,Njiro,1-Dec-97,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Themi,
164,140247,1110,247,11100247,MALLEO MREMA,P.O. Box 7302 Arusha,,,,Arusha,ARUSHA,Levolosi,Levolosi,Borehole,Borehole,Domestic,Individual,2,2,2,,96282,2424,Levolosi,19-Dec-97,Water Right,Water Right,Inactive,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Themi,
166,140249,1110,249,11100249,JAFFARY PRIMARY SCHOOL,P.O Box 475 Arusha,,,,Arusha,ARUSHA,Njiro,Themi,Borehole,Borehole,Domestic,Individual,2.08,2.08,2.08,,96221,2454,Themi,9-Feb-98,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Themi,
167,140250,1110,250,11100250,M/S INTERNATIONAL HEALTH FOOD ASSOCIATIN LTD,P. O. Box 7302 Arusha,pavaerpackltd@gmail.com,,,Arusha,ARUSHA,Njiro,Themi,Borehole,Borehole,Industrial,Individual,1.28,1.28,1.28,,96249,2429,Themi,16-Jan-98,Water Right,Water Right,Inactive,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Themi,
169,11100253,1110,253,11100253,Arusha View Hotels,P.O.Box 361 - ARUSHA,goldenrose@habarico.tz,2507959,,Arusha,Arusha,,,Borehole,Borehole,Hotel,Domestic,5,5,5,,,,,24-Jul-11,Water Right,Water Use Permit,Active,15-Nov-16,1826.25,15-Nov-21,-1187.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Themi,
171,140255,1110,255,11100255,ABB TANELEC LTD W/S,Box 7156 Arusha,,688011816,,Arusha,ARUSHA,Themi,Themi,Borehole,Borehole,Domestic,Company,4.4,4.4,4.4,,96258,2437,Themi,9-Oct-98,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Themi,
173,11100257,1110,257,11100257,FIDES TANAZANIA LTD,P.O.BOX 1304,g.moshy@dummenorange.com,2.55755E+11,,Arusha,Arumeru,,Nduruma,Borehole,Borehole,Institution,Community Water Supply ,2.4,2.4,2.4,,,,Nduruma,27-Feb-98,Water Right,Water Use Permit,Active,7-Sep-16,1826.25,7-Sep-21,-1256.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Nduruma,
190,140496,1110,496,11100496,PRINCIPAL LITI- TENGERU,Box 3101Ausha,,,,Arusha,Arumeru,Akheri,Tengeru,Borehole,Borehole,"Domestic, Irrigation",Irrigation,1.75,1.75,1.75,,96257,2565,Tengeru,20-Dec-01,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,kikuletwa ya juu,
191,140497,1110,497,11100497,PRINCIPAL LITI- TENGERU,Box 3101 Arusha,,,,Arusha,Arumeru,Akheri,Tengeru,Borehole,Borehole,Domestic,Institution,1.75,1.75,1.75,,96257,2565,Tengeru,20-Dec-01,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,kikuletwa ya juu,
193,140502,1110,502,11100502,SUNFLAG (T) LTD,Box  3123  Arusha,sunflag@sunflag.tz.com0272549268,272549268,,Arusha,Arusha,Themi,Themi,Borehole,Borehole,Large Scale Industry,Industry and Business,4.44,4.44,4.44,,96259,2436,Themi,4-Mar-19,Water Right,Water Use Permit,Active,1-Apr-05,1826.25,1-Apr-10,-5433.75,Expired,11100502,11-Jun-20,1826.25,11-Jun-25,116.25,Valid,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Themi,
194,140503,1110,503,11100503,BURKA COFFEE ESTATE LTD,Box 90 Arusha,info@burkacoffee.com,272509504,,Arusha,Arusha,,Selian,Borehole,Borehole,Large Scale Irrigation,Irrigation,8.33,8.33,8.33,,96287,2379,Selian,8-Jan-13,Water Right,Water Use Permit,Active,17-Dec-19,1826.25,16-Dec-24,-60.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Themi,
195,140504,1110,504,11100504,BURKA COFFEE ESTATE LTD,Box 90 Arusha,info@burkacoffee.com,272509504,,Arusha,Arusha,,Selian,Borehole,Borehole,Large Scale Irrigation,Irrigation,84.5,84.5,84.5,,96287,2379,Selian,1-Aug-03,Water Right,Water Use Permit,Active,17-Dec-19,1826.25,16-Dec-24,-60.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Themi,
196,140505,1110,505,11100505,BURKA COFFEE ESTATE LTD,Box 90 Arusha,info@burkacoffee.com,272509504,,Arusha,Arusha,,Selian,Borehole,Borehole,Large Scale Irrigation,Irrigation,8.33,8.33,8.33,,96288,2369,Selian,1-Aug-13,Water Right,Water Use Permit,Active,17-Dec-19,1826.25,16-Dec-24,-60.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Themi,
197,140506,1110,506,11100506,BURKA COFFEE ESTATE LTD,Box 90 Arusha,info@burkacoffee.com,272509504,,Arusha,Arusha,,Selian,Borehole,Borehole,Institution,Community Water Supply ,13.33,13.33,13.33,,96298,2369,Selian,1-Aug-13,Water Right,Water Use Permit,Active,17-Dec-19,1826.25,16-Dec-24,-60.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Themi,
198,140507,1110,507,11100507,M/S BURKA COFFEE ESTATE DOMESTIC W/S,Box 90 Arusha,info@burkacoffee.com,272509504,,Arusha,Arusha,Mateves,Burka,Borehole,Borehole,Institution,Community Water Supply ,0.09,0.09,0.09,,96286,2363,Burka,1-Aug-13,Water Right,Water Use Permit,Active,17-Dec-19,1826.25,16-Dec-24,-60.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Themi,
216,140579,1110,579,11100579,RAHA BEVERAGE Co LTD,P.O. BOX 10123 ARUSHA,info@rahabeverages.co.tz,2.55754E+11,,Arusha,Arusha,,Olorieni,Borehole,Borehole,Bottling,Industry and Business,0.5,0.5,0.5,,,,Olorieni,20-Feb-20,Water Right,Water Use Permit,Active,4-Jan-05,1826.25,4-Jan-10,-5520.75,Expired,11100579,11-Jun-20,1826.25,11-Jun-25,116.25,Valid,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Themi,
217,140735,1110,735,11100735,ERICK DOUGLAS EBBERSTEN,P.O..BOX 1999,,,,Arusha,Arumeru,Moshono,Nduruma,Borehole,Borehole,Domestic,Domestic,0.69,0.69,0.69,,96241,2510,Nduruma,17-Oct-05,Water Right,Water Right,Inactive,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Nduruma,
218,140736,1110,736,11100736,GORM GUNDERSEN,P.O.BOX 7156,,,,Arusha,Arumeru,Moshono,NDURUMA,Borehole,Borehole,Domestic,Institution,3.6,3.6,3.6,,96247,2512,NDURUMA,4-Feb-06,Water Right,Water Right,Inactive,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Nduruma,
239,11100784,1110,784,11100784,GENERAL MANAGER ENZA ZADEN AFRICA LTD,P.O.Box 2750 ARUSHA,manager@enzazaden.co.tz,2.55788E+11,,Arusha,Arumeru,,NELSON MANDELA,Borehole,Borehole,Hortculture,Irrigation,3,3,3,,,,NELSON MANDELA,1-Jun-11,Water Right,Water Use Permit,Active,19-Jun-19,1826.25,18-Jun-24,-241.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Nduruma,
240,11100816,1110,816,11100816,MAWALLA HOLDINGS LTD,P.O.BOX 6101 Arusha,wilfred@mawalla.co.tz,2.55754E+11,,Arusha,Arusha,,OLASITI,Borehole,Borehole,Institution,Community Water Supply ,4,4,4,,,,OLASITI,15-Nov-16,Water Right,Water Use Permit,Active,15-Nov-16,1826.25,15-Nov-21,-1187.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Themi,
241,140832,1110,832,11100832,NJARO ENTERPRISES & OIL TRANS LTD,BOX 13745,,,,Arusha,Arusha,,MBAUDA,Borehole,Borehole,Institution,Community Water Supply ,1.5,1.5,1.5,,,,MBAUDA,21-Apr-06,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Themi ,
242,140833,1110,833,11100833,NJARO ENTERPRISES & OIL TRANS LTD,BOX 13745 ARUSHA,,,,Arusha,Arusha,,MIANZINI,Borehole,Borehole,Institution,Community Water Supply ,2,2,2,,,,MIANZINI,21-Apr-06,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Themi ,
244,140840,1110,840,11100840,TRUST ST. PATRICK SCHOOL,PO BOX 2500 ARUSHA,,754264519,,Arusha,Arumeru,,OLOSIVA,Borehole,Borehole,Institution,Community Water Supply ,2.8,2.8,2.8,,,,OLOSIVA,19-Jun-06,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,,
257,140906,1110,906,11100906,MR&MRS WAYNE HENDREY,BOX 2782,,,,Arusha,Arumeru,,,Borehole,Borehole,Individual,Domestic,0.05,0.05,0.05,,,,,24-Jun-07,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,kikuletwa juu,
258,11100907,1110,907,11100907,KIGELIA AFRICANA LTD,BOX 2782 ARUSHA,,027-2508917,,Arusha,Arusha,,NGARAMTONI YA CHINI,Borehole,Borehole,Small Scale Irrigation,Irrigation,4,4,4,,,,NGARAMTONI YA CHINI,15-Dec-16,Water Right,Water Use Permit,Active,15-Dec-16,1826.25,15-Dec-21,-1157.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Themi,
