id,region,district,source_type,source_name,water_use,water_use_category,water_use_fee,amount_abstracted,amount_requested,water_source_capacity,permit_history,permit_type,activity_status,permit_status,catchment
513,Kilimanjaro,Mwanga,River,Kindoroko,CBWSO,Community Water Supply ,100000,5,5,,Water Right,Water Right,Active,Invalid,Pangani Mainstream
1255,Kilimanjaro,Moshi,Spring,GOMBERI ,CBWSO,Community Water Supply ,100000,5,5,,New,Application,Active,Invalid,Ruvu
580,Kilimanjaro,Moshi,Spring,Kero 1,CBWSO,Community Water Supply ,100000,5,5,,Water Right,Water Right,Active,Invalid,Ruvu
414,Kilimanjaro,Moshi,Spring,Kirukuna stream,CBWSO,Community Water Supply ,100000,5,5,,Water Right,Water Right,Active,Invalid,Ruvu
1000,Kilimanjaro,Moshi,Borehole,Miwaleni,CBWSO,Community Water Supply ,100000,5,5,5,Water Right,Water Right,Active,Invalid,Ruvu
592,Kilimanjaro,Moshi,Spring,PUNGI,CBWSO,Community Water Supply ,100000,5,5,,Water Right,Water Right,Active,Invalid,Ruvu
500,Kilimanjaro,Moshi,Spring,Sarume,CBWSO,Community Water Supply ,100000,5,5,,Water Right,Water Right,Active,Invalid,Ruvu
898,Kilimanjaro,Moshi,Spring,Upung'a,CBWSO,Community Water Supply ,100000,5,5,,Water Right,Water Right,Active,Invalid,Ruvu
1773,Kilimanjaro,Moshi,Spring,MAKUNA ,CBWSO,Community Water Supply ,100000,5,5,,New,Water Use Permit,Active,Invalid,Ruvu
416,Kilimanjaro,Moshi,Spring,MAWISHI,CBWSO,Community Water Supply ,100000,5,5,,Water Right,Water Use Permit,Active,Invalid,Ruvu
432,Kilimanjaro,Moshi,Spring,Msiriwa,CBWSO,Community Water Supply ,100000,5,5,28,Water Right,Water Use Permit,Active,Invalid,Ruvu
400,Kilimanjaro,Moshi,Spring,Kisumbe,CBWSO,Community Water Supply ,100000,5,5,34,Water Right,Water Use Permit,Active,Valid,Ruvu
861,Kilimanjaro,Rombo,Spring,Kitautu,CBWSO,Community Water Supply ,100000,5,5,,Water Right,Water Use Permit,Active,Valid,Ruvu
771,Kilimanjaro,Moshi,Spring,Mbora,CBWSO,Community Water Supply ,100000,5,5,16.3,Water Right,Water Use Permit,Active,Valid,Ruvu
590,Kilimanjaro,Moshi,Spring,Mroyo,CBWSO,Community Water Supply ,100000,5,5,17,Water Right,Water Use Permit,Active,Valid,Ruvu
820,Kilimanjaro,Moshi,Spring,ORAWE,CBWSO,Community Water Supply ,100000,5,5,,Water Right,Water Use Permit,Active,Valid,Ruvu
1471,Tanga,Muheza,River,Pangani,CBWSO,Community Water Supply ,100000,5,5,19820,New,Water Use Permit,Active,Invalid,Zigi
1238,Kilimanjaro,Moshi,Spring,MARWA A,CBWSO,Community Water Supply ,100000,5.2,5.2,,New,Water Use Permit,Active,Invalid,Ruvu
1435,Arusha,Arumeru,Spring,NABAYE B ,CBWSO,Community Water Supply ,100000,5.5,5.5,78,New,Application,Active,Invalid,Kikuletwa
1692,Manyara,Simanjiro,Borehole,Borehole,CBWSO,Community Water Supply ,100000,5.5,5.5,5.5,New,Water Use Permit,Active,Invalid,Kikuletwa
1311,Arusha,Arumeru,Spring,MASEKA ,CBWSO,Community Water Supply ,100000,5.56,5.56,99,New,Application,Active,Invalid,Kikuletwa
345,Kilimanjaro,Mwanga,River,Bokwa,CBWSO,Community Water Supply ,100000,5.84,5.84,,Water Right,Water Right,Active,Invalid,Ruvu
1591,Kilimanjaro,Same,River,Yongoma,CBWSO,Community Water Supply ,100000,6,6,789,New,Water Use Permit,Active,Invalid,Mkomazi
3250,Kilimanjaro,Moshi,Spring,Komaka ,CBWSO,Community Water Supply ,100000,6,6,,Water Right,Water Right,Active,Invalid,Ruvu
409,Kilimanjaro,Moshi,Spring,Mbora,CBWSO,Community Water Supply ,100000,6,6,16.3,Water Right,Water Right,Active,Invalid,Ruvu
614,Kilimanjaro,Hai,Spring,Rundugai-Longoi,CBWSO,Community Water Supply ,100000,6.5,6.5,77,Water Right,Water Right,Active,Invalid,Kikuletwa
82,Arusha,Arumeru,Spring,Mambreni A,CBWSO,Community Water Supply ,100000,6.6,6.6,,Water Right,Water Right,Inactive,Invalid,Kikuletwa
560,Arusha,Arumeru,Spring,Roine,CBWSO,Community Water Supply ,100000,6.83,6.83,,Water Right,Water Use Permit,Active,Invalid,Kikuletwa
3530,Kilimanjaro,Moshi,River,Mue,CBWSO,Community Water Supply ,100000,7,7,74,Water Right,Water Right,Active,Invalid,Kikuletwa
238,Arusha,Arumeru,Spring,Makitwengwe,CBWSO,Community Water Supply ,100000,7,7,22,Water Right,Water Use Permit,Active,Invalid,Kikuletwa
269,Arusha,Arumeru,River,OLMOTONYI,CBWSO,Community Water Supply ,100000,7,7,,Water Right,Water Use Permit,Active,Invalid,Kikuletwa
83,Arusha,Arusha,Spring,Baraa,CBWSO,Community Water Supply ,100000,7,7,66,Water Right,Water Use Permit,Active,Valid,Kikuletwa
85,Arusha,Arumeru,Spring,Kibo,CBWSO,Community Water Supply ,100000,7,7,34,Water Right,Water Use Permit,Active,Valid,Kikuletwa
3127,Kilimanjaro,Moshi,River,MSESA ,CBWSO,Community Water Supply ,100000,7,7,,Water Right,Water Right,Inactive,Invalid,Pangani Mainstream
429,Kilimanjaro,Moshi,Spring,MASHANGALA,CBWSO,Community Water Supply ,100000,7,7,,Water Right,Water Use Permit,Active,Invalid,Ruvu
430,Kilimanjaro,Moshi,Spring,MASHANGALA,CBWSO,Community Water Supply ,100000,7,7,,Water Right,Water Use Permit,Active,Invalid,Ruvu
3428,Arusha,Arumeru,River,OLMOTONI ,CBWSO,Community Water Supply ,100000,7.4,7.4,,Water Right,Water Use Permit,Active,Invalid,Kikuletwa
84,Arusha,Arumeru,Spring,MELAKITI,CBWSO,Community Water Supply ,100000,7.8,7.8,22,Water Right,Water Use Permit,Active,Valid,Kikuletwa
2266,Kilimanjaro,Moshi,River,Lawate,CBWSO,Community Water Supply ,100000,7.81,7.81,321,Water Right,Water Right,Active,Invalid,Kikuletwa
989,Arusha,Arumeru,River,Songota,CBWSO,Community Water Supply ,100000,8,8,,Water Right,Water Right,Active,Invalid,Kikuletwa
2096,Arusha,Arusha,Spring,NGOIMARI ,CBWSO,Community Water Supply ,100000,8,8,26,Water Right,Water Use Permit,Active,Valid,Kikuletwa
579,Kilimanjaro,Moshi,Spring,Masila,CBWSO,Community Water Supply ,100000,8,8,,Water Right,Water Right,Active,Invalid,Ruvu
577,Kilimanjaro,Moshi,Spring,Masila,CBWSO,Community Water Supply ,100000,8,8,,Water Right,Water Right,Active,Invalid,Ruvu
2941,Kilimanjaro,Moshi,Spring,MASOKENI,CBWSO,Community Water Supply ,100000,8,8,,New,Water Use Permit,Active,Valid,Ruvu
2867,Kilimanjaro,Mwanga,Spring,Mtindi,CBWSO,Community Water Supply ,100000,8,8,2000,New,Water Use Permit,Active,Valid,Ruvu
2461,Kilimanjaro,Moshi,River,SAGANA ,CBWSO,Community Water Supply ,100000,8.42,8.42,,Water Right,Water Right,Active,Invalid,Ruvu
2758,Kilimanjaro,Moshi,River,Mrusunga,CBWSO,Community Water Supply ,100000,8.43,8.43,119,Water Right,Water Right,Active,Invalid,Ruvu
1844,Arusha,Arumeru,Spring,KUMU ,CBWSO,Community Water Supply ,100000,8.5,8.5,,New,Water Use Permit,Active,Invalid,Kikuletwa
783,Kilimanjaro,Moshi,Spring,Lyamshi,CBWSO,Community Water Supply ,100000,8.5,8.5,,Water Right,Water Use Permit,Active,Valid,Ruvu
575,Arusha,Arumeru,Spring,Lemurua,CBWSO,Community Water Supply ,100000,8.6,8.6,,Water Right,Water Use Permit,Active,Invalid,Kikuletwa
1421,Kilimanjaro,Moshi,River,MANANGA ,CBWSO,Community Water Supply ,100000,9,9,,New,Water Use Permit,Active,Invalid,Ruvu
2812,Kilimanjaro,Same,River,HINGILIILI ,CBWSO,Community Water Supply ,100000,9.2,9.2,150,Water Right,Water Right,Active,Invalid,Mkomazi
2886,Kilimanjaro,Moshi,River,Longido,CBWSO,Community Water Supply ,100000,9.9,9.9,,New,Water Use Permit,Active,Valid,Ruvu
1112,Kilimanjaro,Hai,Spring,MURA NG'UMBE,CBWSO,Community Water Supply ,100000,10,10,,New,Application,Active,Invalid,Kikuletwa
2565,Arusha,Arusha,River,Selian ,CBWSO,Community Water Supply ,100000,10,10,96,New,Application,Active,Invalid,Kikuletwa
775,Kilimanjaro,Hai,Spring,KIRENDAA,CBWSO,Community Water Supply ,100000,10,10,,Water Right,Water Right,Active,Invalid,Kikuletwa
205,Kilimanjaro,Hai,River,lemosho,CBWSO,Community Water Supply ,100000,10,10,,Water Right,Water Right,Active,Invalid,Kikuletwa
148,Arusha,Arumeru,River,Manyire,CBWSO,Community Water Supply ,100000,10,10,,Water Right,Water Right,Active,Invalid,Kikuletwa
1959,Arusha,Arumeru,River,Usa,CBWSO,Community Water Supply ,100000,10,10,322,New,Water Use Permit,Active,Invalid,Kikuletwa
719,Arusha,Arumeru,Spring,Usa,CBWSO,Community Water Supply ,100000,10,10,322,Water Right,Water Use Permit,Active,Invalid,Kikuletwa
280,Arusha,Arumeru,Spring,Ngaresero,CBWSO,Community Water Supply ,100000,10,10,88,New,Water Use Permit,Active,Valid,Kikuletwa
3194,Arusha,Arumeru,Spring,Ngaresero,CBWSO,Community Water Supply ,100000,10,10,88,New,Water Use Permit,Active,Valid,Kikuletwa
2014,Kilimanjaro,Moshi,Spring,NGOMA ,CBWSO,Community Water Supply ,100000,10,10,18,New,Water Use Permit,Active,Valid,Kikuletwa
88,Kilimanjaro,Hai,River,Marire,CBWSO,Community Water Supply ,100000,10,10,23,Water Right,Water Use Permit,Active,Valid,Kikuletwa
664,Arusha,Arumeru,Spring,Themi,CBWSO,Community Water Supply ,100000,10,10,1222,Water Right,Water Use Permit,Active,Valid,Kikuletwa
1924,Tanga,Lushoto,Stream,KWELUWATI ,CBWSO,Community Water Supply ,100000,10,10,78,New,Application,Active,Invalid,Luengera
1926,Tanga,Lushoto,Stream,KWENGORAI,CBWSO,Community Water Supply ,100000,10,10,78,New,Water Use Permit,Active,Valid,Luengera
1133,Tanga,Lushoto,Spring,GREWAL ,CBWSO,Community Water Supply ,100000,10,10,98,New,Application,Active,Invalid,Mkomazi
1787,Kilimanjaro,Moshi,Spring,KYARONGA ,CBWSO,Community Water Supply ,100000,10,10,54,New,Application,Active,Invalid,Pangani Mainstream
1498,Tanga,Pangani,River,Mrusunga,CBWSO,Community Water Supply ,100000,10,10,76,New,Water Use Permit,Active,Invalid,Pangani Mainstream
2108,Manyara,Simanjiro,River,Pangani,CBWSO,Community Water Supply ,100000,10,10,26000,New,Water Use Permit,Active,Valid,Pangani Mainstream
1166,Kilimanjaro,Moshi,Borehole,Borehole,CBWSO,Community Water Supply ,100000,10,10,10,New,Application,Active,Invalid,Ruvu
1004,Kilimanjaro,Moshi,River,Maree/Ngomberi,CBWSO,Community Water Supply ,100000,10,10,,Water Right,Water Right,Active,Invalid,Ruvu
770,Kilimanjaro,Moshi,Spring,Mbora,CBWSO,Community Water Supply ,100000,10,10,16.3,Water Right,Water Right,Active,Invalid,Ruvu
896,Kilimanjaro,Moshi,Spring,Shokony A,CBWSO,Community Water Supply ,100000,10,10,,Water Right,Water Right,Active,Invalid,Ruvu
1892,Kilimanjaro,Moshi,Spring,NDUWENI ,CBWSO,Community Water Supply ,100000,10,10,,New,Water Use Permit,Active,Invalid,Ruvu
924,Kilimanjaro,Moshi,Spring,MSIRIWA,CBWSO,Community Water Supply ,100000,10,10,,Water Right,Water Use Permit,Active,Invalid,Ruvu
2889,Kilimanjaro,Moshi,River,Kongwe,CBWSO,Community Water Supply ,100000,10,10,14,New,Water Use Permit,Active,Valid,Ruvu
478,Tanga,Lushoto,Stream,Kumbamtoni,CBWSO,Community Water Supply ,100000,10,10,,Water Right,Water Use Permit,Active,Invalid,Umba
2842,Kilimanjaro,Same,River,KISIWANI ,CBWSO,Community Water Supply ,100000,10.84,10.84,,Water Right,Water Right,Active,Invalid,Pangani Mainstream
585,Kilimanjaro,Moshi,Spring,Kiserecha,CBWSO,Community Water Supply ,100000,11,11,,Water Right,Water Right,Active,Invalid,Ruvu
2890,Kilimanjaro,Moshi,River,Kinapa,CBWSO,Community Water Supply ,100000,11,11,26,New,Water Use Permit,Active,Valid,Ruvu
1454,Arusha,Arusha,River,Burka,CBWSO,Community Water Supply ,100000,12,12,473,New,Water Use Permit,Active,Valid,Kikuletwa
897,Kilimanjaro,Moshi,Spring,Sokeni,CBWSO,Community Water Supply ,100000,12,12,23,Water Right,Water Right,Active,Invalid,Ruvu
665,Arusha,Arumeru,Spring,Enjorendiya,CBWSO,Community Water Supply ,100000,12.04,12.04,,Water Right,Water Right,Inactive,Invalid,Kikuletwa
1266,Kilimanjaro,Moshi,River,UKYASHI ,CBWSO,Community Water Supply ,100000,14.16,14.16,,Water Right,Water Right,Inactive,Invalid,Ruvu
2891,Kilimanjaro,Moshi,River,Mshiri,CBWSO,Community Water Supply ,100000,14.3,14.3,,New,Water Use Permit,Active,Valid,Ruvu
3436,Kilimanjaro,Moshi,River,UNA ,CBWSO,Community Water Supply ,100000,14.87,14.87,,Water Right,Water Right,Active,Invalid,Ruvu
1954,Arusha,Arumeru,Spring,NKOANGIROI ,CBWSO,Community Water Supply ,100000,15,15,,New,Application,Active,Invalid,Kikuletwa
154,Arusha,Arumeru,Spring,Burka,CBWSO,Community Water Supply ,100000,15,15,345,Water Right,Water Use Permit,Active,Invalid,Kikuletwa
2035,Arusha,Arumeru,Spring,Midawe,CBWSO,Community Water Supply ,100000,15,15,,New,Water Use Permit,Active,Valid,Kikuletwa
134,Kilimanjaro,Siha,River,Gararagua,CBWSO,Community Water Supply ,100000,15,15,94,Water Right,Water Use Permit,Active,Valid,Kikuletwa
610,Kilimanjaro,Hai,River,Kasekia,CBWSO,Community Water Supply ,100000,15,15,67,Water Right,Water Use Permit,Active,Valid,Kikuletwa
1917,Tanga,Lushoto,Stream,Mlima ,CBWSO,Community Water Supply ,100000,15,15,67,New,Application,Active,Invalid,Luengera
3053,Kilimanjaro,Same,River,Sine River ,CBWSO,Community Water Supply ,100000,15,15,34,New,Application,Active,Invalid,Pangani Mainstream
305,Tanga,Korogwe,River,Luengera,CBWSO,Community Water Supply ,100000,15,15,265,Water Right,Water Right,Active,Invalid,Pangani Mainstream
895,Kilimanjaro,Moshi,Spring,Tsuru spr.,CBWSO,Community Water Supply ,100000,15,15,,Water Right,Water Right,Active,Invalid,Ruvu
2558,Kilimanjaro,Rombo,Spring,Njoro II,CBWSO,Community Water Supply ,100000,15,15,,New,Water Use Permit,Active,Valid,Ruvu
403,Kilimanjaro,Moshi,River,Isiye B,CBWSO,Community Water Supply ,100000,15,15,89,Water Right,Water Use Permit,Active,Valid,Ruvu
806,Kilimanjaro,Moshi,River,MRUSUNGA,CBWSO,Community Water Supply ,100000,15,15,45,Water Right,Water Use Permit,Active,Valid,Ruvu
383,Kilimanjaro,Moshi,River,Mue,CBWSO,Community Water Supply ,100000,15,15,74.85,Water Right,Water Use Permit,Active,Valid,Ruvu
3516,Kilimanjaro,Hai,River,MWAU ,CBWSO,Community Water Supply ,100000,15.63,15.63,,Water Right,Water Right,Active,Invalid,Kikuletwa
199,Kilimanjaro,Hai,River,KISHOWIRO ,CBWSO,Community Water Supply ,100000,16,16,,Water Right,Application,Active,Invalid,Kikuletwa
3435,Kilimanjaro,Moshi,River,UNA ,CBWSO,Community Water Supply ,100000,16,16,,Water Right,Water Right,Active,Invalid,Ruvu
638,Tanga,Lushoto,Spring,Hambalawei,CBWSO,Community Water Supply ,100000,17,17,54,Water Right,Water Use Permit,Active,Valid,Mkomazi
381,Kilimanjaro,Moshi,River,Nsoo,CBWSO,Community Water Supply ,100000,17,17,76,Water Right,Water Use Permit,Active,Valid,Ruvu
584,Kilimanjaro,Hai,River,Weruweru,CBWSO,Community Water Supply ,100000,18,18,3256,Water Right,Water Right,Active,Invalid,Kikuletwa
855,Arusha,Arusha,Spring,Machare,CBWSO,Community Water Supply ,100000,18.2,18.2,34,Water Right,Water Use Permit,Active,Valid,Kikuletwa
70,Kilimanjaro,Moshi,Spring,Kombishi,CBWSO,Community Water Supply ,100000,20,20,,Water Right,Water Right,Active,Invalid,Kikuletwa
785,Arusha,Arusha,Spring,Burka,CBWSO,Community Water Supply ,100000,20,20,345,Water Right,Water Right,Inactive,Invalid,Kikuletwa
2696,Kilimanjaro,Same,River,Chome,CBWSO,Community Water Supply ,100000,20,20,,New,Water Use Permit,Active,Valid,Pangani Mainstream
767,Kilimanjaro,Moshi,Spring,Dungi,CBWSO,Community Water Supply ,100000,20,20,99,Water Right,Application,Active,Invalid,Ruvu
754,Kilimanjaro,Moshi,Spring,Shokoni,CBWSO,Community Water Supply ,100000,20,20,,Water Right,Water Right,Active,Invalid,Ruvu
379,Kilimanjaro,Moshi,Spring,GOA SPRING,CBWSO,Community Water Supply ,100000,20,20,,Water Right,Water Use Permit,Active,Invalid,Ruvu
3517,Kilimanjaro,Hai,River,MDISHI ,CBWSO,Community Water Supply ,100000,20.63,20.63,,Water Right,Water Right,Active,Invalid,Kikuletwa
2166,Manyara,Simanjiro,River,Kikuletwa,CBWSO,Community Water Supply ,100000,21,13000,140500,New,Application,Active,Invalid,Kikuletwa
2265,Kilimanjaro,Same,River,Pangani  at HEIVU & HEMIGUNGA,CBWSO,Community Water Supply ,100000,25,25,26000,New,Application,Active,Invalid,Pangani Mainstream
2693,Kilimanjaro,Same,River,Rangeni,CBWSO,Community Water Supply ,100000,25,25,26000,New,Water Use Permit,Active,Valid,Pangani Mainstream
162,Arusha,Arumeru,Spring,Engang'u Elango1,CBWSO,Community Water Supply ,100000,26,26,,Water Right,Water Right,Inactive,Invalid,Kikuletwa
931,Kilimanjaro,Moshi,River,Mue,CBWSO,Community Water Supply ,100000,28,28,72.9,Water Right,Water Right,Active,Invalid,Ruvu
501,Arusha,Arumeru,River,Malala,CBWSO,Community Water Supply ,100000,28.1,28.1,32,Water Right,Water Right,Active,Invalid,Kikuletwa
3143,Kilimanjaro,Moshi,Spring,WARA ,CBWSO,Community Water Supply ,100000,28.12,28.12,,Water Right,Water Right,Active,Invalid,Kikuletwa
1436,Arusha,Arusha,Spring,Baraa,CBWSO,Community Water Supply ,100000,28.32,28.32,66,New,Water Use Permit,Active,Valid,Kikuletwa
3145,Kilimanjaro,Moshi,River,MAE ,CBWSO,Community Water Supply ,100000,28.44,28.44,,Water Right,Water Right,Active,Invalid,Ruvu
203,Kilimanjaro,Hai,Spring,MAKUKURU,CBWSO,Community Water Supply ,100000,30,30,,Water Right,Application,Active,Invalid,Kikuletwa
201,Kilimanjaro,Hai,River,Semira,CBWSO,Community Water Supply ,100000,30,30,234,Water Right,Application,Active,Invalid,Kikuletwa
905,Kilimanjaro,Siha,River,Lawate,CBWSO,Community Water Supply ,100000,30,30,321,Water Right,Water Right,Active,Invalid,Kikuletwa
1925,Tanga,Lushoto,Stream,KWEMWANDIKO ,CBWSO,Community Water Supply ,100000,34,34,55,New,Application,Active,Invalid,Luengera
899,Kilimanjaro,Moshi,River,Mshiri,CBWSO,Community Water Supply ,100000,35,35,,Water Right,Water Right,Active,Invalid,Ruvu
705,Kilimanjaro,Hai,River,Kinamiri,CBWSO,Community Water Supply ,100000,36,36,231,Water Right,Water Right,Active,Invalid,Kikuletwa
799,Arusha,Arumeru,Spring,Tengeru,CBWSO,Community Water Supply ,100000,36.3,36.3,204,Water Right,Water Right,Inactive,Invalid,Kikuletwa
3156,Kilimanjaro,Moshi,River,KIKAFU ,CBWSO,Community Water Supply ,100000,42.19,42.19,1235,Water Right,Water Right,Inactive,Invalid,Kikuletwa
418,Kilimanjaro,Moshi,Spring,Kimbogho,CBWSO,Community Water Supply ,100000,50,50,,Water Right,Water Use Permit,Active,Valid,Ruvu
834,Kilimanjaro,Rombo,River,Kimengeria,CBWSO,Community Water Supply ,100000,50,50,,Water Right,Water Use Permit,Active,Valid,Ruvu
764,Kilimanjaro,Siha,River,Lawate,CBWSO,Community Water Supply ,100000,70,70,321,Water Right,Application,Active,Invalid,Kikuletwa
887,Kilimanjaro,Moshi,River,Marire,CBWSO,Community Water Supply ,100000,80,80,,Water Right,Water Right,Inactive,Invalid,Kikuletwa
917,Manyara,Simanjiro,River,Pangani,CBWSO,Community Water Supply ,100000,90.2,90.2,26000,Water Right,Water Use Permit,Active,Valid,Pangani Mainstream
656,Kilimanjaro,Mwanga,River,Kirurumo,CBWSO,Community Water Supply ,100000,100,100,532.3,Water Right,Water Use Permit,Active,Valid,Pangani Mainstream
155,Arusha,Arumeru,River,Kikuletwa,CBWSO,Community Water Supply ,100000,200,200,14830,Water Right,Application,Active,Invalid,Kikuletwa
660,Kilimanjaro,Mwanga,Spring,Ivonokwa-Mtindi,CBWSO,Community Water Supply ,100000,200,200,,Water Right,Water Right,Active,Invalid,Ruvu
2364,Arusha,Arusha,Borehole,Borehole,Commercial use,Community Water Supply ,300000,0.02,0.02,0.02,New,Water Use Permit,Active,Valid,Kikuletwa
2772,Arusha,Arumeru,Borehole,Borehole,Commercial use,Community Water Supply ,300000,0.05,0.05,0.05,New,Water Use Permit,Active,Valid,Kikuletwa
2358,Tanga,Tanga,Borehole,Borehole,Commercial use,Community Water Supply ,300000,0.1,0.1,0.1,New,Water Use Permit,Active,Valid,Zigi
3178,Kilimanjaro,Moshi,River,Muonjo,Commercial use,Community Water Supply ,300000,0.2,0.2,119,New,Water Use Permit,Active,Valid,Ruvu
3161,Kilimanjaro,Siha,Spring,Forest,Commercial use,Community Water Supply ,479755.2,1.85,1.85,2.1,New,Water Use Permit,Active,Valid,Kikuletwa
849,Arusha,Arusha,Spring,NGARENDORO,Commercial use,Community Water Supply ,508137.6,2,2,,Water Right,Water Right,Active,Invalid,Kikuletwa
3175,Arusha,Arusha,River,Burka,Commercial use,Community Water Supply ,508137.6,2,2,473,New,Water Use Permit,Active,Valid,Kikuletwa
3037,Arusha,Arusha,Borehole,Borehole,Commercial use,Community Water Supply ,886569.6,4,4,4,New,Water Use Permit,Active,Valid,Kikuletwa
3176,Kilimanjaro,Hai,River,Weruweru,Construction,Construction,150000,0.2,0.2,3256,New,Water Use Permit,Active,Valid,Kikuletwa
3159,Tanga,Tanga,River,Zigi,Construction,Construction,150000,0.2,0.2,822.3,New,Water Use Permit,Active,Valid,Zigi
3169,Tanga,Handeni,River,MSANGAZI ,Construction,Construction,150000,0.3,0.3,20,New,Water Use Permit,Active,Valid,Msangazi
2704,Kilimanjaro,Moshi,River,Njoro,Construction,Construction,150000,0.3,0.3,,New,Water Use Permit,Active,Valid,Ruvu
2065,Tanga,Tanga,River,MKULUMUZI ,Construction,Construction,150000,0.5,0.5,,New,Water Use Permit,Active,Invalid,Mkulumuzi
2066,Tanga,Tanga,River,MKULUMUZI ,Construction,Construction,150000,0.5,0.5,,New,Water Use Permit,Active,Invalid,Mkulumuzi
2194,Tanga,Kilindi,Dam,KWAMALIGWA,Construction,Construction,150000,0.5,0.5,20,New,Water Use Permit,Active,Valid,Msangazi
3168,Tanga,Handeni,River,MSANGAZI ,Construction,Construction,150000,0.5,0.5,20,New,Water Use Permit,Active,Valid,Msangazi
3179,Kilimanjaro,Same,River,Hingilili,Construction,Construction,150000,0.5,0.5,54,New,Application,Active,Invalid,Pangani Mainstream
2067,Tanga,Korogwe,River,Pangani,Construction,Construction,150000,0.5,0.5,19820,New,Water Use Permit,Active,Invalid,Pangani Mainstream
1040,Arusha,Arumeru,Borehole,Borehole,Construction,Construction,150000,0.8,0.8,0.8,New,Water Use Permit,Active,Invalid,Kikuletwa
2717,Kilimanjaro,Hai,River,kware,Construction,Construction,150000,1,1,76,New,Water Use Permit,Active,Valid,Kikuletwa
3004,Kilimanjaro,Moshi,Spring,Miwaleni,Construction,Construction,150000,1,1,,New,Water Use Permit,Active,Valid,Ruvu
1670,Arusha,Arusha,Borehole,Borehole,Construction,Construction,150000,1.4,1.4,1.4,New,Water Use Permit,Active,Invalid,Kikuletwa
3164,Arusha,Arusha,River,Sakina ,Construction,Construction,150000,1.5,1.5,20,New,Water Use Permit,Active,Valid,Kikuletwa
